Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
243;21100421887;"Lecture Notes in Information Systems and Organisation";conference and proceedings;"21954968, 21954976";0,125;-;10;131;314;4277;186;52;4,05;32,65;Germany;Western Europe;"Springer International Publishing AG";"2013-2020";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation"
244;38845;"New Zealand Engineering";journal;"0028808X";0,125;Q4;1;0;1;0;0;1;0,00;0,00;New Zealand;Pacific Region;"IPENZ Publishing";"1968-1982, 1984-1987, 1996-1999";"Management of Technology and Innovation (Q4)"
245;21100894501;"International Journal of Scientific and Technology Research";journal;"22778616";0,123;Q4;15;3127;414;69027;164;414;0,40;22,07;India;Asiatic Region;"International Journal of Scientific and Technology Research";"2002, 2018-2020";"Engineering (miscellaneous) (Q3); Development (Q4); Management of Technology and Innovation (Q4)"
246;6200180167;"International Journal of Technology Intelligence and Planning";journal;"17402832, 17402840";0,123;Q4;15;5;24;266;11;24;0,40;53,20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2007-2019";"Information Systems and Management (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
247;21100898309;"Tuning Journal for Higher Education";journal;"23863137, 23408170";0,123;Q4;1;7;12;321;3;10;0,30;45,86;Spain;Western Europe;"University of Deusto";"2018-2019";"Education (Q4); Management of Technology and Innovation (Q4)"
248;21100396293;"International Journal of Electronic Finance";journal;"17460077, 17460069";0,121;Q4;4;9;9;438;4;9;0,40;48,67;Switzerland;Western Europe;"Inderscience Publishers";"2014-2016, 2018-2019";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); E-learning (Q4); Finance (Q4); Management of Technology and Innovation (Q4)"
249;21100797841;"Proceedings of the 2016 42nd Latin American Computing Conference, CLEI 2016";conference and proceedings;"-";0,117;-;5;0;97;0;41;95;0,43;0,00;United States;Northern America;"";"";"Hardware and Architecture; Management of Technology and Innovation; Software"
250;21100936539;"Revue Europeenne d' Economie et Management des Services";journal;"25550284, 24970107";0,116;Q4;2;6;32;226;8;32;0,24;37,67;France;Western Europe;"Editions Classiques Garnier";"2016-2019";"Management Information Systems (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)"
251;21100894527;"Brazilian Business Review";journal;"18082386";0,115;Q4;2;32;40;1618;11;36;0,31;50,56;Brazil;Latin America;"FUCAPE Business School";"2018-2019";"Accounting (Q4); Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
252;21100901133;"International Journal on Emerging Technologies";journal;"09758364, 22493255";0,115;Q4;3;336;19;8862;13;19;0,68;26,38;India;Asiatic Region;"Research Trend";"2018-2020";"Agricultural and Biological Sciences (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Management of Technology and Innovation (Q4)"
253;4400151707;"Zhongbei Daxue Xuebao (Ziran Kexue Ban)/Journal of North University of China (Natural Science Edition)";journal;"16733193";0,115;Q4;8;90;379;1482;30;379;0,09;16,47;China;Asiatic Region;"North China Institute of Technology";"2006-2020";"Management of Technology and Innovation (Q4)"
254;21100780997;"2016 IEEE VR 2016 Workshop on Perceptual and Cognitive Issues in AR, PERCAR 2016";conference and proceedings;"-";0,113;-;2;0;4;0;3;3;0,00;0,00;United States;Northern America;"";"";"Biochemistry, Genetics and Molecular Biology (miscellaneous); Chemical Engineering (miscellaneous); Health Policy; Health (social science); Issues, Ethics and Legal Aspects; Management of Technology and Innovation; Medicine (miscellaneous)"
255;21100812591;"Process Intensification 2016 - Topical Conference at the 2016 AIChE Annual Meeting";conference and proceedings;"-";0,113;-;0;0;3;0;0;2;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Management of Technology and Innovation"
256;21100780441;"2016 SME Annual Conference and Expo: The Future for Mining in a Data-Driven World";conference and proceedings;"-";0,112;-;2;0;172;0;13;170;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation"
257;21100902638;"Contemporary Management Research";journal;"18135498";0,112;Q4;1;6;12;337;1;12;0,08;56,17;Taiwan;Asiatic Region;"Academy of Taiwan Information Systems Research";"2018-2020";"Economics and Econometrics (Q4); Management Information Systems (Q4); Management, Monitoring, Policy and Law (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Strategy and Management (Q4)"
258;21100468793;"LATS 2016 - 17th IEEE Latin-American Test Symposium";conference and proceedings;"-";0,112;-;5;0;43;0;22;40;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation"
259;21100830705;"Journal of Information Technology Management";journal;"20085893, 24235059";0,110;Q4;2;0;69;0;8;69;0,12;0,00;Iran;Middle East;"University of Tehran";"2017-2018";"Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4)"
260;21100890383;"International Journal of Computing and Digital Systems";journal;"2210142X";0,108;Q4;3;65;40;1998;13;40;0,33;30,74;Bahrain;Middle East;"University of Bahrain";"2018-2020";"Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Management of Technology and Innovation (Q4)"
261;29532;"Sheet Metal Industries";journal;"00373435";0,108;Q4;2;0;3;0;0;3;0,00;0,00;United Kingdom;Western Europe;"DMG World Media (UK) Ltd.";"1969-1992, 1994-1998, 2001";"Management of Technology and Innovation (Q4); Metals and Alloys (Q4)"
262;21100889873;"International Journal of Recent Technology and Engineering (discontinued)";journal;"22773878";0,107;Q4;17;8314;196;158011;31;196;0,16;19,01;India;Asiatic Region;"Blue Eyes Intelligence Engineering and Sciences Publication";"2018-2019";"Engineering (miscellaneous) (Q4); Management of Technology and Innovation (Q4)"
263;16084;"Journal of Commercial Biotechnology";journal;"1478565X, 14628732";0,107;Q4;16;0;92;0;15;91;0,11;0,00;United Kingdom;Western Europe;"ThinkBiotech";"2003-2018";"Biotechnology (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4)"
264;21100817413;"1st Conference on Geophysics for Mineral Exploration and Mining, Near Surface Geoscience 2016";conference and proceedings;"-";0,106;-;4;0;51;0;4;50;0,00;0,00;Netherlands;Western Europe;"";"";"Management of Technology and Innovation; Software"
265;21100791265;"2015 IEEE/OES Acoustics in Underwater Geosciences Symposium, RIO Acoustics 2015";conference and proceedings;"-";0,106;-;2;0;65;0;8;64;0,00;0,00;United States;Northern America;"";"";"Management of Technology and Innovation"
266;9500154122;"Genetic Engineering and Biotechnology News";journal;"1935472X";0,106;Q4;9;229;593;168;24;565;0,05;0,73;United States;Northern America;"Mary Ann Liebert Inc.";"2007-2020";"Bioengineering (Q4); Biomedical Engineering (Q4); Biotechnology (Q4); Management of Technology and Innovation (Q4)"
267;21100867370;"International Journal of eBusiness and eGovernment Studies";journal;"21460744";0,105;Q4;1;13;16;404;2;16;0,13;31,08;Turkey;Middle East;"Social Sciences Research Society";"2018-2019";"Business and International Management (Q4); Computer Science Applications (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
268;21100199124;"International Journal of Sustainable Manufacturing";journal;"17427223, 17427231";0,105;Q4;15;0;5;0;1;5;0,20;0,00;Switzerland;Western Europe;"Inderscience Publishers";"2008-2015, 2018";"Decision Sciences (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Management of Technology and Innovation (Q4); Social Sciences (miscellaneous) (Q4)"
269;21100889435;"Academica Turistica";journal;"23354194, 18553303";0,104;Q4;1;8;14;318;3;14;0,21;39,75;Slovenia;Eastern Europe;"University of Primorska";"2018-2019";"Management of Technology and Innovation (Q4); Social Sciences (miscellaneous) (Q4); Tourism, Leisure and Hospitality Management (Q4)"
270;19994;"Bulletin of Science, Technology and Society";journal;"02704676";0,104;Q4;25;0;6;0;0;6;0,00;0,00;United States;Northern America;"SAGE Publications Inc.";"1982-1985, 1987-2005, 2014, 2017-2018, 2020";"Arts and Humanities (miscellaneous) (Q4); Education (Q4); History and Philosophy of Science (Q4); Management of Technology and Innovation (Q4); Social Sciences (miscellaneous) (Q4)"
271;21100896486;"International Journal of E-Entrepreneurship and Innovation";journal;"19478585, 19478593";0,104;Q4;0;9;7;345;0;7;0,00;38,33;United States;Northern America;"IGI Global Publishing";"2018-2020";"Business and International Management (Q4); Law (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
272;21100905324;"Journal of Brand Strategy";journal;"2045855X, 20458568";0,104;Q4;1;29;27;408;1;24;0,04;14,07;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2020";"Communication (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Social Psychology (Q4); Strategy and Management (Q4)"
273;21100255419;"Knowledge Management";journal;"23277998, 23279249";0,104;Q4;3;4;17;326;4;17;0,33;81,50;United States;Northern America;"Common Ground Research Networks";"2013-2019";"Management of Technology and Innovation (Q4); Strategy and Management (Q4)"
274;21100776069;"Spring Meeting Poster Session and Networking Reception 2016 - Core Programming Area at the 2016 AIChE Spring Meeting and 12th Global Congress on Process Safety";conference and proceedings;"-";0,104;-;0;0;7;0;0;6;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Management of Technology and Innovation; Renewable Energy, Sustainability and the Environment"
275;18820;"Pipes and Pipelines International";journal;"0032020X";0,103;Q4;9;0;9;0;0;9;0,00;0,00;United Kingdom;Western Europe;"Scientific Surveys Ltd.";"1969-2003";"Management of Technology and Innovation (Q4); Mechanical Engineering (Q4); Process Chemistry and Technology (Q4)"
276;21100812625;"Proceedings - 2016 International Conference on Smart Grid and Electrical Automation, ICSGEA 2016";conference and proceedings;"-";0,103;-;1;0;8;0;1;8;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Management of Technology and Innovation; Renewable Energy, Sustainability and the Environment"
277;24969;"Dock and Harbour Authority";journal;"00124419";0,102;Q4;4;0;15;0;0;15;0,00;0,00;United Kingdom;Western Europe;"Foxlow Publications Ltd.";"1969-2000";"Civil and Structural Engineering (Q4); Management of Technology and Innovation (Q4); Ocean Engineering (Q4); Transportation (Q4)"
278;21100464559;"EAGE/SPE Subsalt Imaging Workshop 2016: Challenges of Subsalt Imaging and Exploration";conference and proceedings;"-";0,102;-;0;0;13;0;0;12;0,00;0,00;Netherlands;Western Europe;"";"";"Fuel Technology; Geochemistry and Petrology; Management of Technology and Innovation; Process Chemistry and Technology; Safety, Risk, Reliability and Quality"
279;16057;"Heating and Air Conditioning Journal";trade journal;"03077950";0,102;Q4;1;0;10;0;0;10;0,00;0,00;United Kingdom;Western Europe;"E M A P - Finance &amp; Freight Ltd.";"1974-1990, 1995-1998, 2002-2006";"Management of Technology and Innovation (Q4)"
280;21100894868;"Sociologia y Tecnociencia";journal;"19898487";0,102;Q4;0;13;13;478;0;13;0,00;36,77;Spain;Western Europe;"Universidad de Valladolid";"2018-2019";"Development (Q4); Health (social science) (Q4); Management of Technology and Innovation (Q4); Sociology and Political Science (Q4)"
281;21100874739;"Systemes d'Information et Management";journal;"12604984, 22717188";0,102;Q4;0;9;18;650;0;14;0,00;72,22;France;Western Europe;"IAE School of Management Montpellier University";"2018-2019";"Management Information Systems (Q4); Management of Technology and Innovation (Q4)"
282;21100775919;"Emerging Technologies in Clean Energy 2016 - Topical Conference at the 2016 AIChE Spring Meeting and 12th Global Congress on Process Safety";conference and proceedings;"-";0,101;-;0;0;18;0;0;17;0,00;0,00;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Management of Technology and Innovation"
283;21100853929;"International Journal of Systematic Innovation";journal;"20778767, 20777973";0,101;Q4;4;6;29;137;1;29;0,05;22,83;Taiwan;Asiatic Region;"The Society of Systematic Innovation";"2010-2019";"Artificial Intelligence (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
284;11400153338;"Printed Circuit Design and Fab";journal;"19395442";0,101;Q4;5;54;416;5;3;235;0,01;0,09;United States;Northern America;"CMP Media LLC";"2008-2019";"Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Industrial Relations (Q4); Management of Technology and Innovation (Q4)"
285;21100792130;"Proceedings of the Posters and Demos Session of the ACM/IFIP/USENIX Middleware 2016 Conference, Middleware Posters and Demos 2016";conference and proceedings;"-";0,101;-;1;0;19;0;0;17;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Management of Technology and Innovation; Media Technology; Safety, Risk, Reliability and Quality"
286;21100797714;"International Conference on Atmospheric Optics: Aerosols, Visibility, and the Radiative Balance";conference and proceedings;"-";0,100;-;1;0;92;0;0;90;0,00;0,00;United States;Northern America;"";"";"Information Systems and Management; Management of Technology and Innovation; Strategy and Management"
287;21100927990;"Economics of Peace and Security Journal";journal;"1749852X";;-;0;10;0;372;0;0;0,00;37,20;United States;Northern America;"EPS Publishing";"2019";"Economics, Econometrics and Finance (miscellaneous); Management of Technology and Innovation; Political Science and International Relations"
288;21100944103;"International Journal of Advanced Research in Engineering and Technology";journal;"09766499, 09766480";;-;1;192;0;4053;0;0;0,00;21,11;India;Asiatic Region;"IAEME Publication";"2019-2020";"Biotechnology; Chemical Engineering (miscellaneous); Engineering (miscellaneous); Environmental Engineering; Geotechnical Engineering and Engineering Geology; Information Systems and Management; Management of Technology and Innovation"
289;21100901952;"Journal of Air Transportation";journal;"23809450";;-;1;11;0;293;0;0;0,00;26,64;United States;Northern America;"American Institute of Aeronautics and Astronautics Inc. (AIAA)";"2019";"Aerospace Engineering; Energy (miscellaneous); Management, Monitoring, Policy and Law; Management of Technology and Innovation; Safety Research; Transportation"
290;21100936589;"Journal of ICT Standardization";journal;"2245800X, 22460853";;-;1;19;0;379;0;0;0,00;19,95;Denmark;Western Europe;"River Publishers";"2019";"Computer Networks and Communications; Computer Science Applications; Information Systems; Information Systems and Management; Management of Technology and Innovation"
291;21100944442;"Journal of System and Management Sciences";journal;"18166075, 18180523";;-;1;31;0;863;0;0;0,00;27,84;China;Asiatic Region;"Success Culture Press";"2019-2020";"Computer Science Applications; Control and Systems Engineering; Information Systems; Information Systems and Management; Management of Technology and Innovation"
292;21100905330;"Research Policy: X";journal;"25901451";;-;1;2;0;263;0;0;0,00;131,50;Netherlands;Western Europe;"Elsevier BV";"2019";"Management of Technology and Innovation; Management Science and Operations Research; Strategy and Management"
293;21100945266;"Science and Innovation";journal;"24099066, 24134996";;-;1;50;0;951;0;0;0,00;19,02;Ukraine;Eastern Europe;"Publishing House Akademperiodyka";"2019";"Computer Science Applications; Engineering (miscellaneous); Information Systems and Management; Law; Management of Technology and Innovation"
294;21100925870;"World Journal on Educational Technology: Current Issues";journal;"13090348, 13091506";;-;2;14;0;380;0;0;0,00;27,14;Cyprus;Western Europe;"";"2019-2020";"Computer Science (miscellaneous); Education; Management of Technology and Innovation"
