Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
675;17086;"South Asia: Journal of South Asia Studies";journal;"14790270, 00856401";0,223;Q3;15;70;199;283;83;182;0,42;4,04;United Kingdom;Western Europe;"Routledge";"1971-1976, 1978-2020";"Cultural Studies (Q1); History (Q1); Development (Q3); Sociology and Political Science (Q3)"
676;21100780471;"Asian Studies";journal;"22325131, 23504226";0,222;Q3;4;28;76;1077;18;70;0,23;38,46;Slovenia;Eastern Europe;"University of Ljubljana";"2013-2020";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Philosophy (Q2); Sociology and Political Science (Q3)"
677;26486;"Sociologia del Lavoro";journal;"03925048";0,222;Q3;3;38;151;1641;31;147;0,18;43,18;Italy;Western Europe;"FrancoAngeli Edizioni";"1992, 1996, 2016-2019";"Economics and Econometrics (Q3); Organizational Behavior and Human Resource Management (Q3); Sociology and Political Science (Q3)"
678;19300157038;"Journal of Australian Political Economy";journal;"01565826";0,221;Q3;13;13;51;840;26;34;0,63;64,62;Australia;Pacific Region;"University of Sydney";"2008-2019";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)"
679;21100836108;"Knowledge Cultures";journal;"23756527, 23275731";0,221;Q3;10;22;128;453;125;120;1,39;20,59;United States;Northern America;"Addleton Academic Publishers";"2013-2019";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Law (Q2); Philosophy (Q2); Education (Q3); Library and Information Sciences (Q3); Sociology and Political Science (Q3)"
680;21100211326;"Araucaria";journal;"15756823";0,219;Q3;4;57;152;2197;28;150;0,22;38,54;Spain;Western Europe;"Universidad de Sevilla, Servicio de Publicaciones";"2012-2019";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
681;11600153664;"Filosofija, Sociologija";journal;"02357186";0,219;Q3;9;37;107;972;50;103;0,55;26,27;Lithuania;Eastern Europe;"Lithuanian Academy of Sciences Publishers";"2008-2019";"Philosophy (Q2); Sociology and Political Science (Q3)"
682;15860;"Journal of Contemporary History";journal;"00220094, 14617250";0,219;Q3;32;51;109;994;52;104;0,46;19,49;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-1990, 1993-2020";"History (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)"
683;16020;"Administration";journal;"00018325, 24499471";0,218;Q3;5;23;90;598;39;85;0,26;26,00;Germany;Western Europe;"De Gruyter Open Ltd.";"2015-2020";"Economics, Econometrics and Finance (miscellaneous) (Q3); Public Administration (Q3); Sociology and Political Science (Q3)"
684;21100812553;"Filosofia Theoretica";journal;"22768386, 24085987";0,217;Q3;7;21;52;669;39;48;0,85;31,86;Nigeria;Africa;"Calabar School of Philosophy (CSP)";"2014-2019";"Religious Studies (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
685;5700160560;"Islamic Law and Society";journal;"15685195, 09289380";0,216;Q3;24;15;38;1092;13;38;0,38;72,80;Netherlands;Western Europe;"Brill Academic Publishers";"1994-2019";"Law (Q3); Sociology and Political Science (Q3)"
686;5600155209;"Modern Italy";journal;"13532944, 14699877";0,216;Q3;17;27;89;1316;29;84;0,41;48,74;United Kingdom;Western Europe;"Cambridge University Press";"1995, 1997-2000, 2002-2020";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Sociology and Political Science (Q3)"
687;23442;"Politics and the Life Sciences";journal;"14715457, 07309384";0,215;Q3;18;15;51;1043;24;40;0,58;69,53;United Kingdom;Western Europe;"Cambridge University Press";"1983-1984, 1986-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Public Administration (Q4)"
688;14214;"Critical Horizons";journal;"14409917, 15685160";0,214;Q3;13;34;71;965;36;67;0,20;28,38;United Kingdom;Western Europe;"Maney Publishing";"2003-2020";"Philosophy (Q2); Sociology and Political Science (Q3)"
689;21100902532;"Global Social Welfare";journal;"21968799";0,214;Q3;7;47;74;2235;48;72;0,71;47,55;Switzerland;Western Europe;"Springer Nature Switzerland AG";"2014-2020";"Sociology and Political Science (Q3)"
690;16843;"Rassegna Italiana di Sociologia";journal;"04860349";0,214;Q3;12;8;112;410;22;101;0,18;51,25;Italy;Western Europe;"Sociologia Editrice il Mulino";"1979, 1997-2019";"Sociology and Political Science (Q3)"
691;19700177314;"Revista de Cercetare si Interventie Sociala";journal;"15833410, 15845397";0,214;Q3;15;88;210;2723;120;210;0,59;30,94;Romania;Eastern Europe;"Editura Lumen";"2008-2020";"Health (social science) (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
692;21100805774;"Acta Politologica";journal;"18038220, 18041302";0,213;Q3;4;11;47;668;21;43;0,26;60,73;Czech Republic;Eastern Europe;"Institute of Political Studies, Charles University";"2016-2020";"Sociology and Political Science (Q3)"
693;4400151727;"Estudos Avancados";journal;"18069592, 01034014";0,213;Q3;22;68;225;1894;86;216;0,33;27,85;Brazil;Latin America;"Instituto de Estudos Avancados da Universidade de Sao Paulo";"2006-2019";"Cultural Studies (Q2); Sociology and Political Science (Q3)"
694;21100396277;"Journal of International and Global Studies";journal;"21580669";0,213;Q3;3;11;19;331;8;19;0,67;30,09;United States;Northern America;"Lindenwood University";"2015-2017, 2019";"Cultural Studies (Q2); Geography, Planning and Development (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
695;14600154704;"Pacific Focus";journal;"12254657, 19765118";0,213;Q3;11;18;59;1010;20;58;0,33;56,11;United States;Northern America;"Wiley-Blackwell";"1986-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
696;19400156802;"International Journal of Action Research";journal;"18611303, 18619916";0,212;Q3;11;24;37;787;14;33;0,33;32,79;Germany;Western Europe;"Verlag Barbara Budrich";"2009-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
697;19700202605;"Law and Ethics of Human Rights";journal;"19382545";0,212;Q3;10;10;37;739;16;37;0,50;73,90;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2019";"Law (Q3); Sociology and Political Science (Q3)"
698;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";0,212;Q3;7;22;60;1050;21;52;0,33;47,73;Croatia;Eastern Europe;"University of Zagreb";"2008-2019";"Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Social Work (Q4)"
699;16608;"Slavonic and East European Review";journal;"00376795";0,212;Q3;12;22;59;1127;29;59;0,60;51,23;United Kingdom;Western Europe;"Maney Publishing";"1971, 1979-1981, 1999, 2002-2019";"History (Q1); Literature and Literary Theory (Q1); Cultural Studies (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)"
700;21100248874;"Dilemas";journal;"19835922, 21782792";0,211;Q3;7;34;86;1424;17;84;0,15;41,88;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2013-2020";"Law (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
701;5600153675;"Dve Domovini";journal;"15811212, 03536777";0,211;Q3;8;26;67;1026;27;64;0,45;39,46;Slovenia;Eastern Europe;"ZRC SAZU, Zalozba ZRC";"2008-2020";"Cultural Studies (Q2); Demography (Q3); Sociology and Political Science (Q3)"
702;21100838844;"Eastern Journal of European Studies";journal;"20686633, 2068651X";0,211;Q3;3;27;37;1165;24;37;0,65;43,15;Romania;Eastern Europe;"Universitatea Alexandru Ioan Cuza";"2017-2019";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
703;19700175179;"Estudios Constitucionales";journal;"07185200, 07180195";0,211;Q3;8;21;96;917;19;76;0,22;43,67;Chile;Latin America;"Universidad de Talca";"2009-2019";"Law (Q3); Sociology and Political Science (Q3)"
704;15800154711;"Research in Accounting Regulation";journal;"10520457";0,211;Q3;16;0;58;0;35;48;0,68;0,00;Netherlands;Western Europe;"Elsevier BV";"2003-2005, 2007-2018";"Accounting (Q3); Finance (Q3); Sociology and Political Science (Q3)"
705;21081;"Contributions to Political Economy";journal;"14643588, 02775921";0,210;Q3;19;5;19;111;6;19;0,15;22,20;United Kingdom;Western Europe;"Oxford University Press";"1982-2003, 2005-2019";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)"
706;5200152619;"Revista de Sociologia e Politica";journal;"01044478";0,210;Q3;12;8;93;447;35;84;0,38;55,88;Brazil;Latin America;"Universidade Federal do Parana";"2006-2019";"Sociology and Political Science (Q3)"
707;21100211106;"Historia Social";journal;"02142570";0,209;Q3;6;27;75;1817;14;75;0,13;67,30;Spain;Western Europe;"AsociaciOn de Revistas Culturales de Espana (ARCE)";"2011-2019";"History (Q1); Sociology and Political Science (Q3)"
708;145469;"Illness Crisis and Loss";journal;"10541373";0,209;Q3;12;32;74;1378;45;53;0,94;43,06;United States;Northern America;"Baywood Publishing Co. Inc.";"2005-2020";"Health (social science) (Q3); Sociology and Political Science (Q3)"
709;19900191954;"Journal of the Indian Ocean Region";journal;"1948108X, 19480881";0,209;Q3;10;27;68;1261;39;55;0,73;46,70;United States;Northern America;"Taylor and Francis Inc.";"2010-2020";"Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Water Science and Technology (Q3); Oceanography (Q4)"
710;21100797848;"Potchefstroom Electronic Law Journal";journal;"17273781";0,209;Q3;4;68;152;4319;24;142;0,18;63,51;South Africa;Africa;"North-West University";"2013-2020";"Law (Q3); Sociology and Political Science (Q3)"
711;19900188001;"Poverty & Public Policy";journal;"19442858";0,209;Q3;3;18;82;722;32;65;0,35;40,11;United States;Northern America;"Berkeley Electronic Press";"2016-2020";"Cultural Studies (Q2); Sociology and Political Science (Q3)"
712;21100855754;"Australian Journal of Human Rights";journal;"2573573X, 1323238X";0,208;Q3;12;25;58;1191;31;50;0,73;47,64;Australia;Pacific Region;"Taylor and Francis Ltd.";"1994, 1996-2020";"History (Q1); Philosophy (Q2); Law (Q3); Sociology and Political Science (Q3)"
713;21100837350;"Domes : digest of Middle East studies";journal;"10604367, 19493606";0,208;Q3;1;17;14;833;3;12;0,18;49,00;United States;Northern America;"John Wiley and Sons Inc.";"1994, 2016, 2018-2020";"History (Q1); Religious Studies (Q1); Cultural Studies (Q2); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
714;5600152703;"Journal of Policy Practice";journal;"15588742, 15588750";0,208;Q3;13;0;46;0;38;46;0,52;0,00;United States;Northern America;"Routledge";"2006-2017";"Sociology and Political Science (Q3); Public Administration (Q4)"
715;5800169479;"Representation";journal;"17494001, 00344893";0,208;Q3;22;50;66;2664;20;63;0,27;53,28;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1960-1986, 1988-2020";"Sociology and Political Science (Q3)"
716;21100803206;"2016 IEEE Signal Processing in Medicine and Biology Symposium, SPMB 2016 - Proceedings";conference and proceedings;"-";0,207;-;5;0;34;0;32;33;0,97;0,00;United States;Northern America;"";"";"Communication; Computer Networks and Communications; Computer Science Applications; Education; Safety, Risk, Reliability and Quality; Sociology and Political Science"
717;21100888815;"Journal of Management and Business Administration. Central Europe";journal;"24508829, 24507814";0,207;Q3;4;11;82;584;44;82;0,58;53,09;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2016-2020";"Business, Management and Accounting (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
718;21100228533;"Regional Science Inquiry";journal;"17917735, 17915961";0,207;Q3;5;28;111;918;34;104;0,36;32,79;Greece;Western Europe;"Hellenic Association of Regional Scientists";"2012-2019";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
719;21100805792;"Studies in Indian Politics";journal;"23210230, 23217472";0,207;Q3;5;22;65;521;13;57;0,15;23,68;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
720;21100827893;"Sustainable Development of Mountain Territories";journal;"19984502, 2499975X";0,207;Q3;4;40;107;959;39;107;0,36;23,98;Russian Federation;Eastern Europe;"North Caucasian Institute of Mining and Metallurgy, State Technological University";"2017-2019";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Mechanical Engineering (Q3); Sociology and Political Science (Q3); Renewable Energy, Sustainability and the Environment (Q4)"
721;5600153105;"Deviance et Societe (discontinued)";journal;"03787931";0,206;Q3;10;0;44;0;12;43;0,14;0,00;Switzerland;Western Europe;"Editions Medecine et Hygiene";"2006-2017";"Cultural Studies (Q2); Law (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
722;21100229114;"Electronic International Journal of Time Use Research";journal;"18609937";0,206;Q3;5;0;5;0;1;5;0,00;0,00;Germany;Western Europe;"University of Lueneburg, Department of Economics and Social Sciences, Research Institute on Professions";"2012-2016";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)"
723;21100372604;"Journal of Applied Research on Children";journal;"21555834";0,206;Q3;8;1;49;8;23;46;0,37;8,00;United States;Northern America;"Children At Risk";"2014-2019";"Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
724;21100201069;"Philippine Studies: Historical and Ethnographic Viewpoints";journal;"22441093, 22441638";0,206;Q3;8;23;71;1192;23;56;0,39;51,83;Philippines ;Asiatic Region;"Ateneo de Manila University";"2012-2019";"History (Q1); Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q3)"
725;21100874136;"Sozialer Fortschritt";journal;"18655386, 0038609X";0,206;Q3;8;51;150;1382;19;142;0,14;27,10;Germany;Western Europe;"Duncker und Humblot GmbH";"2008-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
726;19600157304;"Southeastern Europe";journal;"00944467, 18763332";0,205;Q3;7;15;49;628;28;40;0,67;41,87;Netherlands;Western Europe;"Brill Academic Publishers";"1976-1980, 1983-1990, 2002, 2007, 2009-2019";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
727;12573;"Food and Foodways";journal;"15423484, 07409710";0,204;Q3;12;17;50;840;29;45;0,65;49,41;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1985-1994, 1999, 2001, 2007-2020";"Anthropology (Q2); Cultural Studies (Q2); Health (social science) (Q3); Sociology and Political Science (Q3); Food Science (Q4)"
728;12390;"Canadian journal of women and the law = Revue juridique La femme et le droit";journal;"08328781, 19110235";0,203;Q3;12;15;71;1204;31;69;0,10;80,27;Canada;Northern America;"University of Toronto Press";"1986-1987, 1989-1990, 1993-1994, 2003, 2009-2019";"Gender Studies (Q3); Law (Q3); Sociology and Political Science (Q3)"
729;72646;"Contributions to Indian Sociology";journal;"00699667, 09730648";0,203;Q3;25;16;41;604;20;40;0,48;37,75;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1967, 1969-1980, 1982-2020";"Sociology and Political Science (Q3)"
730;19900192514;"Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide";journal;"17467594, 17467586";0,203;Q3;10;24;33;1388;21;27;0,71;57,83;United Kingdom;Western Europe;"Routledge";"2010-2020";"Cultural Studies (Q2); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
731;5700165092;"Global Change, Peace and Security";journal;"14781158";0,203;Q3;14;22;63;183;34;58;0,55;8,32;United Kingdom;Western Europe;"Routledge";"2008-2020";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
732;21100199539;"Politica Criminal";journal;"07183399";0,203;Q3;6;34;85;2278;30;85;0,36;67,00;Chile;Latin America;"Centro de Estudios de Derecho Penal de la Universidad de Talca";"2009-2019";"Law (Q3); Sociology and Political Science (Q3)"
733;18157;"Sojourn";journal;"17932858, 02179520";0,203;Q3;18;17;85;996;29;70;0,43;58,59;Singapore;Asiatic Region;"ISEAS - Yusof Ishak Institute";"1988-1993, 1995-1996, 1999-2001, 2003-2019";"Anthropology (Q2); Sociology and Political Science (Q3)"
734;5600152866;"Studia Socjologiczne";journal;"00393371";0,203;Q3;5;32;120;1944;19;113;0,16;60,75;Poland;Eastern Europe;"Polska Akademia Nauk";"2008-2019";"Sociology and Political Science (Q3)"
735;21100876251;"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia";journal;"25422278, 25419382";0,203;Q3;2;52;109;1049;13;109;0,12;20,17;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2019";"Religious Studies (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
736;11600153566;"Revista Espanola de Ciencia Politica";journal;"15756548, 21739878";0,202;Q3;5;8;84;448;32;83;0,30;56,00;Spain;Western Europe;"Asociacion Espanola de Ciencia politica y de la Administracion";"2012-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
737;11600153671;"Democracy and Security";journal;"15555860, 17419166";0,201;Q3;11;19;50;547;28;46;0,38;28,79;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)"
738;15525;"International Review of Sociology";journal;"03906701, 14699273";0,201;Q3;21;26;104;1556;61;89;0,67;59,85;United Kingdom;Western Europe;"Routledge";"1987-1994, 2003-2020";"Sociology and Political Science (Q3)"
739;14594;"Social Work/Maatskaplike Werk";journal;"00378054";0,201;Q3;15;26;99;1129;43;95;0,41;43,42;South Africa;Africa;"University of Stellenbosch";"1972-1978, 1994-2019";"Sociology and Political Science (Q3); Social Work (Q4)"
740;19900188035;"International Journal of Conflict and Violence";journal;"18641385";0,200;Q3;17;1;34;70;21;31;0,73;70,00;Germany;Western Europe;"University of Bielefeld";"2010-2019";"Law (Q3); Sociology and Political Science (Q3)"
741;21100855500;"Journal of Population and Social Studies";journal;"24654418";0,200;Q3;2;21;51;917;20;49;0,41;43,67;Thailand;Asiatic Region;"Mahidol University, Institute for Population and Social Research";"2017-2020";"Anthropology (Q3); Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)"
742;5600153108;"Papers: Revista de sociologia";journal;"02102862, 20139004";0,200;Q3;9;33;78;1519;41;78;0,59;46,03;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2011-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
743;19700170105;"Problems and Perspectives in Management";journal;"17277051, 18105467";0,200;Q3;17;148;476;6091;334;476;0,87;41,16;Ukraine;Eastern Europe;"Business Perspectives";"2003-2020";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Information Systems and Management (Q3); Law (Q3); Sociology and Political Science (Q3); Strategy and Management (Q3); Public Administration (Q4)"
744;21100812388;"Revista Criminalidad";journal;"17943108, 22565531";0,199;Q3;2;19;89;986;17;80;0,25;51,89;Colombia;Latin America;"";"2016-2020";"Arts and Humanities (miscellaneous) (Q3); Law (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
745;19700173011;"Modern Intellectual History";journal;"14792451, 14792443";0,198;Q3;21;69;154;3300;38;113;0,28;47,83;United Kingdom;Western Europe;"Cambridge University Press";"2004-2020";"History (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
746;144678;"Revija Za Socijalnu Politiku";journal;"13302965";0,198;Q3;11;22;66;911;22;53;0,31;41,41;Croatia;Eastern Europe;"University of Zagreb";"2005-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
747;5600155086;"Rhetoric and Public Affairs";journal;"10948392";0,198;Q3;12;11;61;1583;18;61;0,30;143,91;United States;Northern America;"Michigan State University";"2010-2019";"Language and Linguistics (Q2); Linguistics and Language (Q2); Communication (Q3); Sociology and Political Science (Q3)"
748;19700173305;"Historia y Politica";journal;"15750361, 1989063X";0,197;Q3;6;25;80;1330;23;77;0,22;53,20;Spain;Western Europe;"Center for Constitutional Studies";"1999, 2001, 2009-2019";"History (Q1); Sociology and Political Science (Q3)"
749;21100813711;"Ragion Pratica";journal;"17202396";0,197;Q3;2;19;94;717;11;90;0,12;37,74;Italy;Western Europe;"Societa Editrice Il Mulino";"2016-2019";"Philosophy (Q2); Law (Q3); Sociology and Political Science (Q3)"
750;21100423705;"Studies in Public and Non-Profit Governance";book series;"20516630, 20516649";0,197;Q3;6;0;32;0;11;10;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2016, 2018";"Sociology and Political Science (Q3); Public Administration (Q4)"
751;3900148501;"North American Journal of Psychology";journal;"15277143";0,196;Q3;26;40;111;1337;47;109;0,36;33,43;United States;Northern America;"North American Journal of Psychology";"2005-2019";"Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Psychology (miscellaneous) (Q4)"
752;27025;"Orbis";journal;"00304387";0,196;Q3;25;39;111;628;57;105;0,40;16,10;Netherlands;Western Europe;"Elsevier BV";"1986, 1989, 1993-2020";"Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3); Sociology and Political Science (Q3)"
753;5600153109;"Sociologica";journal;"19718853";0,196;Q3;7;16;102;155;28;96;0,38;9,69;Italy;Western Europe;"Societa Editrice Il Mulino";"2013-2019";"Sociology and Political Science (Q3)"
754;27074;"Humboldt Journal of Social Relations";journal;"01604341";0,194;Q3;10;0;34;0;23;31;0,73;0,00;United States;Northern America;"Humboldt State University";"1980, 1989, 1999, 2005-2006, 2009-2010, 2012-2017";"Sociology and Political Science (Q3)"
755;21100851350;"IZA Journal of Development and Migration";journal;"25201786";0,193;Q3;2;7;25;198;9;25;0,36;28,29;United Kingdom;Western Europe;"Springer Open";"2018-2019";"Anthropology (Q3); Demography (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
756;26863;"Middle East Policy";journal;"14754967, 10611924";0,193;Q3;25;45;130;0;86;101;0,92;0,00;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
757;145698;"Cyprus Review";journal;"10152881";0,192;Q3;14;23;49;907;17;44;0,38;39,43;Cyprus;Western Europe;"University of Nicosia";"1996-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
758;20500195077;"Historia Constitucional";journal;"15764729";0,192;Q3;4;48;46;1862;11;43;0,25;38,79;Spain;Western Europe;"Universidad de Oviedo";"2011-2019";"History (Q1); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
759;18112;"Sociologicky Casopis";journal;"00380288";0,192;Q3;19;21;122;1224;53;117;0,42;58,29;Czech Republic;Eastern Europe;"Sociologicky Ustav";"1992, 1997-1998, 2002-2019";"Sociology and Political Science (Q3)"
760;14403;"Victorian Studies";journal;"15272052, 00425222";0,192;Q3;21;17;89;576;24;60;0,18;33,88;United States;Northern America;"Indiana University Press";"1969-1972, 1976-1978, 1980-1982, 1984-1986, 1988, 1990-1992, 1995, 1999, 2001-2019";"History (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
761;20062;"Economie et Statistique";journal;"17775574, 03361454";0,191;Q3;12;19;105;610;34;87;0,50;32,11;France;Western Europe;"Institut national de la statistique et des etudes economiques";"1977-1998, 2007-2019";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Statistics and Probability (Q4)"
762;5600153207;"Politica y Sociedad";journal;"11308001, 19883129";0,191;Q3;8;35;116;1632;32;111;0,21;46,63;Spain;Western Europe;"Universidad Complutense de Madrid";"2011-2019";"Sociology and Political Science (Q3)"
763;18775;"Sociologie du Travail";journal;"00380296";0,191;Q3;24;21;61;1002;33;60;0,38;47,71;France;Western Europe;"Elsevier Masson";"1972, 1980, 1988, 1994-2019";"Industrial Relations (Q3); Sociology and Political Science (Q3)"
764;21100227015;"Studies of Transition States and Societies";journal;"17368758, 1736874X";0,191;Q3;11;8;43;532;19;39;0,41;66,50;Estonia;Eastern Europe;"Tallinn University";"2009-2019";"Sociology and Political Science (Q3)"
765;21100826381;"Woman in Russian Society";journal;"19922892, 2500221X";0,191;Q3;2;45;103;648;17;102;0,17;14,40;Russian Federation;Eastern Europe;"Ivanovo State University Publishing";"2017-2019";"Gender Studies (Q3); Sociology and Political Science (Q3)"
766;21100790071;"Al-Sadiq International Conference on Multidisciplinary in IT and Communication Techniques Science and Applications, AIC-MITCSA 2016";conference and proceedings;"-";0,190;-;6;0;62;0;56;60;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Energy Engineering and Power Technology; Sociology and Political Science"
767;26001;"Drustvena Istrazivanja";journal;"18486096, 13300288";0,190;Q3;15;32;90;1279;42;82;0,47;39,97;Croatia;Eastern Europe;"Institute of Social Sciences Ivo Pilar";"1996-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
768;5600154152;"Modernism/Modernity";journal;"10716068";0,190;Q3;19;18;108;924;33;107;0,27;51,33;United States;Northern America;"Johns Hopkins University Press";"1999, 2002-2019";"History (Q1); Literature and Literary Theory (Q1); Music (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)"
769;5700164339;"Lua Nova";journal;"01026445";0,189;Q3;12;28;110;956;21;107;0,14;34,14;Brazil;Latin America;"Cedec";"2006-2019";"Sociology and Political Science (Q3)"
770;21100268385;"Formation Emploi";journal;"21070946, 07596340";0,188;Q3;6;21;129;598;17;115;0,15;28,48;France;Western Europe;"Documentation Francaise";"2012-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
771;5600152875;"International Journal of Japanese Sociology";journal;"09187545";0,188;Q3;14;11;32;546;17;27;0,53;49,64;United States;Northern America;"Wiley-Blackwell";"1992-2020";"Sociology and Political Science (Q3)"
772;21100395926;"Asian Journal of Law and Society";journal;"20529023, 20529015";0,187;Q3;7;10;64;687;38;59;0,73;68,70;United Kingdom;Western Europe;"Cambridge University Press";"2014-2019";"Law (Q3); Sociology and Political Science (Q3)"
773;18800156723;"Asia-Pacific Social Science Review";journal;"01198386";0,187;Q3;6;63;127;2682;29;91;0,36;42,57;Philippines ;Asiatic Region;"De la Salle University";"2009-2019";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
774;5600156543;"Netherlands Quarterly of Human Rights";journal;"01693441";0,187;Q3;13;25;45;155;25;32;0,94;6,20;Netherlands;Western Europe;"Stichting Studie- en Informatiecentrum Mensenrechten";"2006-2020";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
775;4400151741;"Research on Economic Inequality";book series;"10492585";0,187;Q3;15;9;37;297;9;24;0,50;33,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2004, 2006-2013, 2015-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
